time,low,high,open,close,volume
2024-06-10 00:00:00+00:00,0.6268,0.6503,0.6456,0.6332,112769.7
2024-06-11 00:00:00+00:00,0.5858,0.6314,0.6302,0.5907,710693.1
2024-06-12 00:00:00+00:00,0.5724,0.6174,0.5896,0.6021,222795.98
2024-06-13 00:00:00+00:00,0.5638,0.6071,0.6015,0.5657,233283.75
2024-06-14 00:00:00+00:00,0.5338,0.5806,0.5657,0.5505,170870.81
2024-06-15 00:00:00+00:00,0.5503,0.562,0.5524,0.5578,89849.59
2024-06-16 00:00:00+00:00,0.5495,0.5645,0.5578,0.5593,98254.17
2024-06-17 00:00:00+00:00,0.5,0.5606,0.5606,0.5005,751023.15
2024-06-18 00:00:00+00:00,0.4282,0.5042,0.5009,0.4474,898217.96
2024-06-19 00:00:00+00:00,0.4432,0.4687,0.4469,0.4593,318395.91
2024-06-20 00:00:00+00:00,0.4533,0.4816,0.4587,0.4637,382862.49
2024-06-21 00:00:00+00:00,0.4545,0.4739,0.4607,0.4607,158934.6
2024-06-22 00:00:00+00:00,0.4554,0.4695,0.4588,0.4662,79414.74
2024-06-23 00:00:00+00:00,0.4467,0.4743,0.4659,0.4538,124315.76
2024-06-24 00:00:00+00:00,0.4291,0.4572,0.4542,0.4569,215862.01
2024-06-25 00:00:00+00:00,0.454,0.4715,0.4564,0.4647,104883.14
2024-06-26 00:00:00+00:00,0.4496,0.469,0.4647,0.4529,211264.35
2024-06-27 00:00:00+00:00,0.4388,0.4592,0.4522,0.4511,203732.81
2024-06-28 00:00:00+00:00,0.4357,0.4553,0.4528,0.4376,123256.2
2024-06-29 00:00:00+00:00,0.4261,0.4434,0.4374,0.428,282023.93
2024-06-30 00:00:00+00:00,0.421,0.4438,0.4302,0.4413,157132.42
2024-07-01 00:00:00+00:00,0.4282,0.4484,0.4405,0.4355,392881.49
2024-07-02 00:00:00+00:00,0.425,0.4367,0.4338,0.4321,183294.13
2024-07-03 00:00:00+00:00,0.405,0.4356,0.4346,0.4102,129552.6
2024-07-04 00:00:00+00:00,0.3639,0.4109,0.4099,0.3669,566262.37
2024-07-05 00:00:00+00:00,0.3171,0.3663,0.3662,0.3616,648234.61
2024-07-06 00:00:00+00:00,0.3621,0.395,0.3621,0.3916,187703.22
2024-07-07 00:00:00+00:00,0.37,0.3919,0.39,0.37,172614.98
2024-07-08 00:00:00+00:00,0.3556,0.3923,0.3695,0.3774,110809.57
2024-07-09 00:00:00+00:00,0.3727,0.3907,0.3728,0.3805,147882.65
2024-07-10 00:00:00+00:00,0.376,0.3897,0.3797,0.3885,73139.12
2024-07-11 00:00:00+00:00,0.3784,0.3992,0.3875,0.3785,83332.06
2024-07-12 00:00:00+00:00,0.3727,0.3913,0.379,0.3844,142480.41
2024-07-13 00:00:00+00:00,0.3831,0.4037,0.3842,0.3951,161577.03
2024-07-14 00:00:00+00:00,0.3949,0.4049,0.3949,0.4021,258357.92
2024-07-15 00:00:00+00:00,0.4015,0.4183,0.4015,0.418,109405.39
2024-07-16 00:00:00+00:00,0.398,0.4272,0.4183,0.4219,108254.78
2024-07-17 00:00:00+00:00,0.4133,0.4321,0.4237,0.417,54427.0
2024-07-18 00:00:00+00:00,0.4046,0.4243,0.4166,0.4135,229449.35
2024-07-19 00:00:00+00:00,0.4051,0.427,0.4143,0.4265,133264.02
2024-07-20 00:00:00+00:00,0.4227,0.4298,0.427,0.4262,54535.61
2024-07-21 00:00:00+00:00,0.4094,0.4337,0.4264,0.4311,80199.39
2024-07-22 00:00:00+00:00,0.4091,0.4341,0.4323,0.4127,96922.31
2024-07-23 00:00:00+00:00,0.4008,0.4195,0.4116,0.4119,313714.79
2024-07-24 00:00:00+00:00,0.3968,0.4155,0.4124,0.4007,93942.47
2024-07-25 00:00:00+00:00,0.3775,0.4024,0.3997,0.3917,292728.34
