time,low,high,open,close,volume
2024-06-11 00:00:00+00:00,8.74,10.394,10.344,8.979,1108099.920291
2024-06-12 00:00:00+00:00,8.781,10.347,8.979,10.077,1381999.558299
2024-06-13 00:00:00+00:00,9.639,10.24,10.077,10.161,702809.177133
2024-06-14 00:00:00+00:00,10.068,11.016,10.16,10.433,1763956.583765
2024-06-15 00:00:00+00:00,10.299,11.856,10.424,11.514,1568175.990314
2024-06-16 00:00:00+00:00,11.248,12.06,11.512,11.976,897265.629326
2024-06-17 00:00:00+00:00,10.534,11.977,11.977,10.605,1138862.939365
2024-06-18 00:00:00+00:00,9.235,10.636,10.605,9.763,1941602.141269
2024-06-19 00:00:00+00:00,9.587,10.466,9.763,9.949,1756806.733859
2024-06-20 00:00:00+00:00,9.63,10.299,9.949,10.023,684574.859918
2024-06-21 00:00:00+00:00,9.699,10.317,10.022,9.804,544118.513345
2024-06-22 00:00:00+00:00,9.608,10.084,9.805,9.834,287173.174552
2024-06-23 00:00:00+00:00,9.754,10.089,9.835,9.766,204907.982929
2024-06-24 00:00:00+00:00,8.722,9.811,9.766,9.321,1423526.141413
2024-06-25 00:00:00+00:00,9.18,9.569,9.321,9.503,457497.325831
2024-06-26 00:00:00+00:00,9.155,9.651,9.503,9.387,385100.723093
2024-06-27 00:00:00+00:00,9.173,9.639,9.387,9.494,596266.115177
2024-06-28 00:00:00+00:00,8.918,9.626,9.494,8.988,435616.371548
2024-06-29 00:00:00+00:00,8.828,9.116,8.988,8.844,239536.755024
2024-06-30 00:00:00+00:00,8.758,9.337,8.844,9.281,211298.663539
2024-07-01 00:00:00+00:00,9.12,9.516,9.282,9.136,439035.088161
2024-07-02 00:00:00+00:00,8.8,9.212,9.136,8.987,786028.500725
2024-07-03 00:00:00+00:00,8.392,9.054,8.987,8.515,717530.055162
2024-07-04 00:00:00+00:00,7.591,8.576,8.517,7.628,650676.8918
2024-07-05 00:00:00+00:00,6.77,7.825,7.629,7.777,1250569.120866
2024-07-06 00:00:00+00:00,7.667,8.265,7.777,8.192,475834.103971
2024-07-07 00:00:00+00:00,7.596,8.203,8.192,7.647,245139.083456
2024-07-08 00:00:00+00:00,7.318,8.309,7.647,8.037,489204.874266
2024-07-09 00:00:00+00:00,7.975,8.28,8.036,8.173,373769.054098
2024-07-10 00:00:00+00:00,7.99,8.34,8.173,8.023,899941.125713
2024-07-11 00:00:00+00:00,7.76,8.182,8.023,7.831,418306.267669
2024-07-12 00:00:00+00:00,7.694,8.266,7.831,8.12,325677.289317
2024-07-13 00:00:00+00:00,8.079,8.294,8.12,8.155,768246.935321
2024-07-14 00:00:00+00:00,8.074,8.501,8.155,8.424,974396.176708
2024-07-15 00:00:00+00:00,8.281,8.61,8.424,8.592,1879972.166723
2024-07-16 00:00:00+00:00,7.872,8.656,8.592,8.177,1704507.492289
2024-07-17 00:00:00+00:00,7.872,8.418,8.172,7.922,1431723.403462
