time,low,high,open,close,volume
2024-06-10 00:00:00+00:00,1.18022,1.30413,1.30352,1.19562,23949926.66
2024-06-11 00:00:00+00:00,1.16911,1.28857,1.19599,1.27118,34038047.76
2024-06-12 00:00:00+00:00,1.20531,1.404,1.27132,1.3418,44440021.12
2024-06-13 00:00:00+00:00,1.20235,1.365,1.34176,1.22992,30278069.91
2024-06-14 00:00:00+00:00,1.14838,1.3995,1.22992,1.20057,54810417.0
2024-06-15 00:00:00+00:00,1.191,1.23801,1.19998,1.20934,13387704.0
2024-06-16 00:00:00+00:00,1.16035,1.214,1.20891,1.16534,13671192.58
2024-06-17 00:00:00+00:00,1.05264,1.17399,1.16523,1.1069,39037873.3
2024-06-18 00:00:00+00:00,1.00802,1.16699,1.10718,1.16324,68613520.45
2024-06-19 00:00:00+00:00,1.14181,1.23737,1.16334,1.19763,29288042.24
2024-06-20 00:00:00+00:00,1.18766,1.29859,1.19763,1.24099,25761533.08
2024-06-21 00:00:00+00:00,1.17443,1.26496,1.24106,1.20641,27315928.62
2024-06-22 00:00:00+00:00,1.15214,1.22752,1.20617,1.16217,13694169.68
2024-06-23 00:00:00+00:00,1.08573,1.19312,1.16257,1.09559,18070139.02
2024-06-24 00:00:00+00:00,1.01,1.22222,1.09545,1.21417,41919881.63
2024-06-25 00:00:00+00:00,1.18939,1.2491,1.21387,1.23138,28618807.86
2024-06-26 00:00:00+00:00,1.18394,1.28651,1.23158,1.18419,27352525.86
2024-06-27 00:00:00+00:00,1.14581,1.225,1.18455,1.16558,24354115.64
2024-06-28 00:00:00+00:00,1.10085,1.18593,1.16544,1.11402,15506367.76
2024-06-29 00:00:00+00:00,1.1001,1.16324,1.114,1.10616,5984804.85
2024-06-30 00:00:00+00:00,1.08896,1.20636,1.106,1.19917,13171148.49
2024-07-01 00:00:00+00:00,1.17806,1.249,1.19913,1.18785,18846646.6
2024-07-02 00:00:00+00:00,1.14735,1.19862,1.18769,1.16301,17941936.35
2024-07-03 00:00:00+00:00,1.07691,1.16847,1.16276,1.11725,17547746.87
2024-07-04 00:00:00+00:00,1.02001,1.13461,1.11725,1.03741,28206231.88
2024-07-05 00:00:00+00:00,0.89784,1.05413,1.03769,0.98931,45038533.05
2024-07-06 00:00:00+00:00,0.96143,1.05249,0.98903,1.03691,14761935.61
2024-07-07 00:00:00+00:00,0.89239,1.03928,1.03769,0.90058,15886208.68
2024-07-08 00:00:00+00:00,0.84444,0.99172,0.90014,0.92941,28879416.55
2024-07-09 00:00:00+00:00,0.9103,0.96606,0.9294,0.94103,15683092.12
2024-07-10 00:00:00+00:00,0.9231,1.00745,0.94121,0.98336,20329183.57
2024-07-11 00:00:00+00:00,0.94503,1.05108,0.98305,0.96531,22754666.12
2024-07-12 00:00:00+00:00,0.917,1.02985,0.96571,0.98462,15955265.32
2024-07-13 00:00:00+00:00,0.96735,1.0,0.98482,0.98432,6786508.44
2024-07-14 00:00:00+00:00,0.975,1.01953,0.98431,1.01105,12975385.34
2024-07-15 00:00:00+00:00,1.0026,1.12691,1.01093,1.118,24368742.98
2024-07-16 00:00:00+00:00,1.02564,1.13155,1.11801,1.0837,25079681.41
2024-07-17 00:00:00+00:00,1.05014,1.13944,1.0835,1.05137,19528819.52
2024-07-18 00:00:00+00:00,1.01204,1.09985,1.05137,1.05445,17786394.5
2024-07-19 00:00:00+00:00,1.0235,1.10031,1.05445,1.07969,18048268.26
2024-07-20 00:00:00+00:00,1.06427,1.11474,1.07949,1.09111,12534937.43
2024-07-21 00:00:00+00:00,1.03412,1.10277,1.09112,1.08966,13675739.67
2024-07-22 00:00:00+00:00,1.02013,1.10052,1.08973,1.02893,12432316.53
2024-07-23 00:00:00+00:00,0.942,1.04916,1.02874,0.9764,20783761.44
2024-07-24 00:00:00+00:00,0.919,1.00899,0.9764,0.95346,10135105.46
2024-07-25 00:00:00+00:00,0.91363,0.96793,0.95331,0.95346,9899976.26
2024-07-26 00:00:00+00:00,0.95055,1.00885,0.95347,1.00177,7466020.12
2024-07-27 00:00:00+00:00,0.95417,1.01756,1.0017,0.98376,7275338.52
2024-07-28 00:00:00+00:00,0.95318,0.99384,0.98334,0.99236,4571543.97
2024-07-29 00:00:00+00:00,0.97574,1.04885,0.99224,0.97792,9641855.63
2024-07-30 00:00:00+00:00,0.936,0.99639,0.97781,0.94916,6112885.19
2024-07-31 00:00:00+00:00,0.92405,0.96967,0.94881,0.92641,6402272.75
2024-08-01 00:00:00+00:00,0.86176,0.94673,0.92641,0.90609,16299532.02
2024-08-02 00:00:00+00:00,0.79,0.91,0.90647,0.79767,21419842.27
2024-08-03 00:00:00+00:00,0.72307,0.815,0.79793,0.73356,17075542.71
2024-08-04 00:00:00+00:00,0.6491,0.76022,0.73377,0.68382,22671880.14
2024-08-05 00:00:00+00:00,0.50117,0.75,0.68322,0.68958,99313248.77
2024-08-06 00:00:00+00:00,0.67925,0.75253,0.68998,0.70798,33998530.38
2024-08-07 00:00:00+00:00,0.64322,0.74751,0.70565,0.65444,36319739.18
2024-08-08 00:00:00+00:00,0.64428,0.78132,0.65445,0.77123,27614112.12
2024-08-09 00:00:00+00:00,0.74656,0.79916,0.77078,0.77473,18446385.7
2024-08-10 00:00:00+00:00,0.7505,0.794,0.77435,0.78499,10289516.0
2024-08-11 00:00:00+00:00,0.7203,0.83342,0.78499,0.72365,18087398.9
2024-08-12 00:00:00+00:00,0.71428,0.78739,0.7236,0.75433,17448311.72
2024-08-13 00:00:00+00:00,0.72709,0.77546,0.75423,0.7669,11130669.99
2024-08-14 00:00:00+00:00,0.72374,0.78325,0.76673,0.73106,13061770.11
2024-08-15 00:00:00+00:00,0.68345,0.7511,0.73101,0.72002,16156574.1
2024-08-16 00:00:00+00:00,0.68555,0.73329,0.72014,0.69629,12351890.68
2024-08-17 00:00:00+00:00,0.68961,0.70778,0.69631,0.70133,6115164.44
2024-08-18 00:00:00+00:00,0.68732,0.71917,0.70132,0.68821,7063186.84
2024-08-19 00:00:00+00:00,0.65716,0.68886,0.68808,0.68568,10825886.87
2024-08-20 00:00:00+00:00,0.65991,0.74,0.68545,0.67172,15868305.65
2024-08-21 00:00:00+00:00,0.66,0.734,0.67163,0.6976,10324493.54
2024-08-22 00:00:00+00:00,0.6896,0.73,0.6976,0.72357,10132993.08
2024-08-23 00:00:00+00:00,0.72029,0.79602,0.72366,0.77976,16901605.36
2024-08-24 00:00:00+00:00,0.75909,0.80486,0.77989,0.77137,13545941.12
2024-08-25 00:00:00+00:00,0.72769,0.7722,0.7714,0.73752,13294389.07
2024-08-26 00:00:00+00:00,0.6891,0.74293,0.73765,0.69535,13837186.66
2024-08-27 00:00:00+00:00,0.64264,0.71022,0.69534,0.67056,14577469.9
2024-08-28 00:00:00+00:00,0.64126,0.68959,0.67055,0.66542,11051012.5
2024-08-29 00:00:00+00:00,0.64669,0.69027,0.66495,0.65495,7609604.84
2024-08-30 00:00:00+00:00,0.61242,0.66062,0.65494,0.65021,8980007.48
2024-08-31 00:00:00+00:00,0.62354,0.65661,0.65009,0.63141,4468412.44
2024-09-01 00:00:00+00:00,0.59016,0.63276,0.63106,0.59299,8654129.76
2024-09-02 00:00:00+00:00,0.58486,0.63194,0.59256,0.61991,7753408.25
2024-09-03 00:00:00+00:00,0.57688,0.63216,0.61973,0.58046,8134047.61
2024-09-04 00:00:00+00:00,0.55534,0.61119,0.58052,0.59691,13850895.0
2024-09-05 00:00:00+00:00,0.5661,0.60599,0.59726,0.56956,11963757.65
2024-09-06 00:00:00+00:00,0.5379,0.59884,0.56951,0.57175,19958003.03
2024-09-07 00:00:00+00:00,0.56723,0.6006,0.57183,0.57732,10705784.96
2024-09-08 00:00:00+00:00,0.57126,0.60164,0.57746,0.59034,5624232.57
2024-09-09 00:00:00+00:00,0.58698,0.63842,0.5905,0.62893,14542123.24
2024-09-10 00:00:00+00:00,0.6136,0.64236,0.62877,0.63666,9960938.82
2024-09-11 00:00:00+00:00,0.60181,0.63678,0.63662,0.61988,10017015.42
2024-09-12 00:00:00+00:00,0.61704,0.63968,0.61978,0.63635,9430254.68
2024-09-13 00:00:00+00:00,0.62354,0.66071,0.63631,0.65436,9575973.26
2024-09-14 00:00:00+00:00,0.63148,0.65759,0.65439,0.64332,5577090.19
2024-09-15 00:00:00+00:00,0.60558,0.65319,0.64334,0.6109,8227377.86
2024-09-16 00:00:00+00:00,0.58462,0.61204,0.61096,0.59489,10697097.6
2024-09-17 00:00:00+00:00,0.5855,0.62118,0.59462,0.59684,10746846.78
2024-09-18 00:00:00+00:00,0.57858,0.63596,0.59695,0.63489,10628783.31
2024-09-19 00:00:00+00:00,0.62699,0.6765,0.63534,0.65285,18987876.18
2024-09-20 00:00:00+00:00,0.63834,0.71482,0.65265,0.68918,21963355.8
2024-09-21 00:00:00+00:00,0.66973,0.7057,0.68916,0.7026,10331838.85
2024-09-22 00:00:00+00:00,0.66,0.7108,0.7021,0.68416,14396861.69
2024-09-23 00:00:00+00:00,0.6683,0.75015,0.68429,0.73234,28997710.84
2024-09-24 00:00:00+00:00,0.71331,0.78284,0.73217,0.77959,25596344.67
2024-09-25 00:00:00+00:00,0.7551,0.80716,0.78001,0.7643,24890229.37
2024-09-26 00:00:00+00:00,0.7492,0.82989,0.76464,0.82211,27465740.55
2024-09-27 00:00:00+00:00,0.81308,0.87374,0.822,0.83444,27246679.87
2024-09-28 00:00:00+00:00,0.79752,0.85829,0.83486,0.81804,15111613.1
2024-09-29 00:00:00+00:00,0.78562,0.83046,0.81808,0.80726,15954010.96
2024-09-30 00:00:00+00:00,0.74235,0.8097,0.80789,0.75018,21506655.43
2024-10-01 00:00:00+00:00,0.68155,0.7963,0.75024,0.72086,28816358.0
2024-10-02 00:00:00+00:00,0.68699,0.74438,0.72075,0.70348,21159008.35
2024-10-03 00:00:00+00:00,0.65645,0.7223,0.70327,0.67555,20715527.43
2024-10-04 00:00:00+00:00,0.66814,0.71671,0.67549,0.7092,21018187.58
2024-10-05 00:00:00+00:00,0.69231,0.73046,0.70938,0.70963,13743794.8
2024-10-06 00:00:00+00:00,0.70003,0.74389,0.70979,0.74371,10964244.64
2024-10-07 00:00:00+00:00,0.7038,0.76933,0.74359,0.70482,23817085.9
2024-10-08 00:00:00+00:00,0.67457,0.71696,0.70482,0.68481,16681141.88
2024-10-09 00:00:00+00:00,0.65443,0.69188,0.68476,0.66055,12806390.9
2024-10-10 00:00:00+00:00,0.64506,0.6807,0.66055,0.67785,16998574.08
2024-10-11 00:00:00+00:00,0.66882,0.72864,0.678,0.70978,16424646.33
2024-10-12 00:00:00+00:00,0.70369,0.72831,0.71009,0.71284,7821274.97
2024-10-13 00:00:00+00:00,0.67458,0.72794,0.71288,0.72683,10076081.96
2024-10-14 00:00:00+00:00,0.70514,0.76637,0.72706,0.7609,21853646.05
2024-10-15 00:00:00+00:00,0.71643,0.77886,0.76095,0.74615,23031834.6
2024-10-16 00:00:00+00:00,0.72222,0.75545,0.74574,0.72929,12278025.17
